  x (normalized)   y (normalized)    bulk (um)      x-grad (um)     y-grad (um)     z-grad (um)    r-grad (um)
   4.2905666e-01  -7.8847065e-01   2.1800000e+00   4.6500000e-01  -8.5400000e-01  -7.0800000e+00   8.6200000e-01
  -4.2905666e-01  -7.8847065e-01   2.1800000e+00  -4.6500000e-01  -8.5400000e-01  -7.0800000e+00   8.6300000e-01
   4.0282857e-01  -7.8795427e-01   2.1500000e+00   4.3000000e-01  -8.4100000e-01  -6.1700000e+00   9.4800000e-01
  -4.0282857e-01  -7.8795427e-01   2.1500000e+00  -4.3000000e-01  -8.4100000e-01  -6.1700000e+00   9.4900000e-01
  -2.6541013e-02  -7.8149642e-01   1.9000000e+00  -2.4900000e-02  -7.3700000e-01   7.9300000e-01   1.7200000e+00
   0.0000000e+00  -7.8149642e-01   1.9000000e+00   1.5000000e-04  -7.3700000e-01   8.2200000e-01   1.7200000e+00
   5.3082026e-02  -7.8149642e-01   1.9000000e+00   5.0300000e-02  -7.3900000e-01   7.0700000e-01   1.7100000e+00
   7.9622857e-02  -7.8149642e-01   1.9100000e+00   7.5600000e-02  -7.4100000e-01   5.6300000e-01   1.6900000e+00
   1.3270537e-01  -7.8149642e-01   1.9300000e+00   1.2700000e-01  -7.4700000e-01   1.0300000e-01   1.6300000e+00
   1.0616381e-01  -7.8149642e-01   1.9200000e+00   1.0100000e-01  -7.4300000e-01   3.6100000e-01   1.6600000e+00
   1.5924632e-01  -7.8149642e-01   1.9400000e+00   1.5300000e-01  -7.5100000e-01  -2.1300000e-01   1.5900000e+00
   1.8578727e-01  -7.8149642e-01   1.9500000e+00   1.8000000e-01  -7.5600000e-01  -5.8700000e-01   1.5500000e+00
   2.1232823e-01  -7.8149642e-01   1.9700000e+00   2.0700000e-01  -7.6200000e-01  -1.0200000e+00   1.4900000e+00
   2.3886918e-01  -7.8149642e-01   1.9800000e+00   2.3500000e-01  -7.6900000e-01  -1.5000000e+00   1.4400000e+00
   2.6541013e-01  -7.8149642e-01   2.0000000e+00   2.6400000e-01  -7.7600000e-01  -2.0500000e+00   1.3700000e+00
   2.9195108e-01  -7.8149642e-01   2.0200000e+00   2.9300000e-01  -7.8500000e-01  -2.6500000e+00   1.3100000e+00
   3.1849204e-01  -7.8149642e-01   2.0500000e+00   3.2400000e-01  -7.9400000e-01  -3.3000000e+00   1.2300000e+00
   3.4503299e-01  -7.8149642e-01   2.0700000e+00   3.5500000e-01  -8.0400000e-01  -4.0100000e+00   1.1600000e+00
   3.7157394e-01  -7.8149642e-01   2.1000000e+00   3.8800000e-01  -8.1500000e-01  -4.7800000e+00   1.0800000e+00
   2.6541013e-02  -7.8149642e-01   1.9000000e+00   2.5200000e-02  -7.3700000e-01   7.9300000e-01   1.7200000e+00
  -5.3082026e-02  -7.8149642e-01   1.9000000e+00  -5.0000000e-02  -7.3900000e-01   7.0700000e-01   1.7100000e+00
  -7.9622857e-02  -7.8149642e-01   1.9100000e+00  -7.5300000e-02  -7.4100000e-01   5.6300000e-01   1.6900000e+00
  -1.3270537e-01  -7.8149642e-01   1.9300000e+00  -1.2700000e-01  -7.4700000e-01   1.0300000e-01   1.6300000e+00
  -1.0616381e-01  -7.8149642e-01   1.9200000e+00  -1.0100000e-01  -7.4300000e-01   3.6200000e-01   1.6600000e+00
  -1.5924632e-01  -7.8149642e-01   1.9400000e+00  -1.5300000e-01  -7.5100000e-01  -2.1300000e-01   1.5900000e+00
  -1.8578727e-01  -7.8149642e-01   1.9500000e+00  -1.8000000e-01  -7.5600000e-01  -5.8600000e-01   1.5500000e+00
  -2.1232823e-01  -7.8149642e-01   1.9600000e+00  -2.0700000e-01  -7.6200000e-01  -1.0200000e+00   1.5000000e+00
  -2.3886918e-01  -7.8149642e-01   1.9800000e+00  -2.3500000e-01  -7.6900000e-01  -1.5000000e+00   1.4400000e+00
  -2.6541013e-01  -7.8149642e-01   2.0000000e+00  -2.6400000e-01  -7.7600000e-01  -2.0500000e+00   1.3700000e+00
  -2.9195108e-01  -7.8149642e-01   2.0200000e+00  -2.9300000e-01  -7.8500000e-01  -2.6400000e+00   1.3100000e+00
  -3.1849204e-01  -7.8149642e-01   2.0500000e+00  -3.2300000e-01  -7.9400000e-01  -3.3000000e+00   1.2300000e+00
  -3.4503299e-01  -7.8149642e-01   2.0700000e+00  -3.5500000e-01  -8.0400000e-01  -4.0100000e+00   1.1600000e+00
  -3.7157394e-01  -7.8149642e-01   2.1000000e+00  -3.8700000e-01  -8.1500000e-01  -4.7800000e+00   1.0800000e+00
  -5.4785913e-01  -7.7613817e-01   2.3200000e+00  -6.3200000e-01  -8.9600000e-01  -1.0900000e+01   5.4000000e-01
   5.4785913e-01  -7.7613817e-01   2.3200000e+00   6.3300000e-01  -8.9600000e-01  -1.0900000e+01   5.3900000e-01
  -5.7304837e-01  -7.7381748e-01   2.3600000e+00  -6.7200000e-01  -9.0700000e-01  -1.1900000e+01   4.7400000e-01
   5.7304837e-01  -7.7381748e-01   2.3600000e+00   6.7200000e-01  -9.0700000e-01  -1.1900000e+01   4.7300000e-01
  -6.0064457e-01  -7.7361700e-01   2.4100000e+00  -7.1800000e-01  -9.2500000e-01  -1.3200000e+01   4.1500000e-01
   6.0064457e-01  -7.7361700e-01   2.4100000e+00   7.1900000e-01  -9.2500000e-01  -1.3200000e+01   4.1400000e-01
  -4.9747944e-01  -7.7313099e-01   2.2400000e+00  -5.5300000e-01  -8.6000000e-01  -8.6600000e+00   7.2400000e-01
   4.9747944e-01  -7.7313099e-01   2.2400000e+00   5.5400000e-01  -8.6000000e-01  -8.6600000e+00   7.2400000e-01
  -5.2341895e-01  -7.7261461e-01   2.2800000e+00  -5.9200000e-01  -8.7400000e-01  -9.6800000e+00   6.4000000e-01
   5.2341895e-01  -7.7261461e-01   2.2800000e+00   5.9200000e-01  -8.7400000e-01  -9.6900000e+00   6.4000000e-01
  -4.6830917e-01  -7.6581048e-01   2.1800000e+00  -5.0700000e-01  -8.3000000e-01  -7.0800000e+00   8.6300000e-01
   4.6830917e-01  -7.6581048e-01   2.1800000e+00   5.0800000e-01  -8.3000000e-01  -7.0800000e+00   8.6300000e-01
  -4.4206590e-01  -7.6568290e-01   2.1500000e+00  -4.7100000e-01  -8.1600000e-01  -6.1100000e+00   9.5400000e-01
   4.4206590e-01  -7.6568290e-01   2.1500000e+00   4.7200000e-01  -8.1600000e-01  -6.1100000e+00   9.5300000e-01
  -1.3270476e-02  -7.5851427e-01   1.8500000e+00  -1.2000000e-02  -6.9600000e-01   2.2600000e+00   1.9100000e+00
   1.3270537e-02  -7.5851427e-01   1.8500000e+00   1.2300000e-02  -6.9600000e-01   2.2600000e+00   1.9100000e+00
   3.9811550e-02  -7.5851427e-01   1.8500000e+00   3.6700000e-02  -6.9700000e-01   2.2000000e+00   1.9100000e+00
   9.2893333e-02  -7.5851427e-01   1.8600000e+00   8.6000000e-02  -7.0100000e-01   1.9200000e+00   1.8700000e+00
   6.6352381e-02  -7.5851427e-01   1.8600000e+00   6.1300000e-02  -6.9900000e-01   2.0900000e+00   1.8900000e+00
   1.1943429e-01  -7.5851427e-01   1.8700000e+00   1.1100000e-01  -7.0400000e-01   1.6900000e+00   1.8400000e+00
   1.7251680e-01  -7.5851427e-01   1.8900000e+00   1.6200000e-01  -7.1200000e-01   1.0500000e+00   1.7500000e+00
   1.4597585e-01  -7.5851427e-01   1.8800000e+00   1.3600000e-01  -7.0800000e-01   1.4000000e+00   1.8000000e+00
   1.9905775e-01  -7.5851427e-01   1.9100000e+00   1.8800000e-01  -7.1800000e-01   6.5000000e-01   1.7000000e+00
   2.2559870e-01  -7.5851427e-01   1.9200000e+00   2.1500000e-01  -7.2400000e-01   1.8900000e-01   1.6400000e+00
   2.5213965e-01  -7.5851427e-01   1.9400000e+00   2.4300000e-01  -7.3100000e-01  -3.2700000e-01   1.5800000e+00
   2.7868061e-01  -7.5851427e-01   1.9600000e+00   2.7100000e-01  -7.3800000e-01  -9.0000000e-01   1.5100000e+00
   3.0522156e-01  -7.5851427e-01   1.9800000e+00   3.0100000e-01  -7.4700000e-01  -1.5300000e+00   1.4300000e+00
   3.3176251e-01  -7.5851427e-01   2.0100000e+00   3.3100000e-01  -7.5600000e-01  -2.2200000e+00   1.3500000e+00
   3.5830346e-01  -7.5851427e-01   2.0300000e+00   3.6200000e-01  -7.6600000e-01  -2.9600000e+00   1.2700000e+00
   3.8484502e-01  -7.5851427e-01   2.0600000e+00   3.9400000e-01  -7.7700000e-01  -3.7600000e+00   1.1800000e+00
   4.1138598e-01  -7.5851427e-01   2.0900000e+00   4.2800000e-01  -7.8800000e-01  -4.6100000e+00   1.0900000e+00
  -3.9811550e-02  -7.5851427e-01   1.8500000e+00  -3.6400000e-02  -6.9700000e-01   2.2100000e+00   1.9100000e+00
  -9.2893333e-02  -7.5851427e-01   1.8600000e+00  -8.5700000e-02  -7.0100000e-01   1.9200000e+00   1.8700000e+00
  -6.6352381e-02  -7.5851427e-01   1.8600000e+00  -6.1000000e-02  -6.9900000e-01   2.0900000e+00   1.8900000e+00
  -1.1943429e-01  -7.5851427e-01   1.8700000e+00  -1.1100000e-01  -7.0400000e-01   1.6900000e+00   1.8400000e+00
  -1.7251680e-01  -7.5851427e-01   1.8900000e+00  -1.6200000e-01  -7.1200000e-01   1.0500000e+00   1.7500000e+00
  -1.4597585e-01  -7.5851427e-01   1.8800000e+00  -1.3600000e-01  -7.0800000e-01   1.4000000e+00   1.8000000e+00
  -1.9905775e-01  -7.5851427e-01   1.9100000e+00  -1.8800000e-01  -7.1800000e-01   6.5000000e-01   1.7000000e+00
  -2.2559870e-01  -7.5851427e-01   1.9200000e+00  -2.1500000e-01  -7.2400000e-01   1.9000000e-01   1.6400000e+00
  -2.5213965e-01  -7.5851427e-01   1.9400000e+00  -2.4300000e-01  -7.3100000e-01  -3.2600000e-01   1.5800000e+00
  -2.7868061e-01  -7.5851427e-01   1.9600000e+00  -2.7100000e-01  -7.3800000e-01  -8.9900000e-01   1.5100000e+00
  -3.0522156e-01  -7.5851427e-01   1.9800000e+00  -3.0000000e-01  -7.4700000e-01  -1.5300000e+00   1.4300000e+00
  -3.3176251e-01  -7.5851427e-01   2.0100000e+00  -3.3100000e-01  -7.5600000e-01  -2.2100000e+00   1.3500000e+00
  -3.5830346e-01  -7.5851427e-01   2.0300000e+00  -3.6200000e-01  -7.6600000e-01  -2.9600000e+00   1.2700000e+00
  -3.8484502e-01  -7.5851427e-01   2.0600000e+00  -3.9400000e-01  -7.7700000e-01  -3.7600000e+00   1.1800000e+00
  -4.1138598e-01  -7.5851427e-01   2.0900000e+00  -4.2700000e-01  -7.8800000e-01  -4.6100000e+00   1.0900000e+00
  -5.8261728e-01  -7.5039792e-01   2.3200000e+00  -6.7200000e-01  -8.6600000e-01  -1.0900000e+01   5.3800000e-01
   5.8261728e-01  -7.5039792e-01   2.3200000e+00   6.7300000e-01  -8.6600000e-01  -1.0900000e+01   5.3700000e-01
  -5.3477334e-01  -7.4932262e-01   2.2400000e+00  -5.9600000e-01  -8.3500000e-01  -8.7500000e+00   7.1500000e-01
   5.3477334e-01  -7.4932262e-01   2.2400000e+00   5.9600000e-01  -8.3500000e-01  -8.7500000e+00   7.1400000e-01
  -5.6067154e-01  -7.4802255e-01   2.2800000e+00  -6.3500000e-01  -8.4800000e-01  -9.8000000e+00   6.2800000e-01
   5.6067154e-01  -7.4802255e-01   2.2800000e+00   6.3600000e-01  -8.4800000e-01  -9.8000000e+00   6.2700000e-01
  -6.0767530e-01  -7.4692903e-01   2.3600000e+00  -7.1200000e-01  -8.7500000e-01  -1.1900000e+01   4.7300000e-01
   6.0767530e-01  -7.4692903e-01   2.3600000e+00   7.1300000e-01  -8.7500000e-01  -1.1900000e+01   4.7200000e-01
  -6.3523201e-01  -7.4547708e-01   2.4100000e+00  -7.6000000e-01  -8.9100000e-01  -1.3200000e+01   4.1600000e-01
   6.3523201e-01  -7.4547708e-01   2.4100000e+00   7.6000000e-01  -8.9100000e-01  -1.3200000e+01   4.1500000e-01
  -4.8097396e-01  -7.4283440e-01   2.1500000e+00  -5.1300000e-01  -7.9300000e-01  -6.1700000e+00   9.4800000e-01
   4.8097396e-01  -7.4283440e-01   2.1500000e+00   5.1400000e-01  -7.9300000e-01  -6.1700000e+00   9.4800000e-01
  -5.0721359e-01  -7.4257925e-01   2.1900000e+00  -5.5100000e-01  -8.0600000e-01  -7.1900000e+00   8.5200000e-01
   5.0721359e-01  -7.4257925e-01   2.1900000e+00   5.5100000e-01  -8.0600000e-01  -7.2000000e+00   8.5100000e-01
  -4.2465645e-01  -7.3552604e-01   2.0600000e+00  -4.3400000e-01  -7.5200000e-01  -3.6700000e+00   1.1900000e+00
  -2.6541013e-02  -7.3552604e-01   1.8000000e+00  -2.3600000e-02  -6.5700000e-01   3.6500000e+00   2.1100000e+00
   0.0000000e+00  -7.3552604e-01   1.8000000e+00   1.5200000e-04  -6.5700000e-01   3.6800000e+00   2.1100000e+00
   5.3082026e-02  -7.3552604e-01   1.8000000e+00   4.7700000e-02  -6.5800000e-01   3.5600000e+00   2.1000000e+00
   2.6541013e-02  -7.3552604e-01   1.8000000e+00   2.3900000e-02  -6.5700000e-01   3.6500000e+00   2.1100000e+00
   7.9622857e-02  -7.3552604e-01   1.8100000e+00   7.1600000e-02  -6.6000000e-01   3.4200000e+00   2.0700000e+00
   1.0616381e-01  -7.3552604e-01   1.8200000e+00   9.5800000e-02  -6.6300000e-01   3.2200000e+00   2.0500000e+00
   1.3270537e-01  -7.3552604e-01   1.8200000e+00   1.2000000e-01  -6.6600000e-01   2.9600000e+00   2.0100000e+00
   1.5924632e-01  -7.3552604e-01   1.8400000e+00   1.4500000e-01  -6.7000000e-01   2.6400000e+00   1.9600000e+00
   1.8578727e-01  -7.3552604e-01   1.8500000e+00   1.7100000e-01  -6.7500000e-01   2.2600000e+00   1.9100000e+00
   2.1232823e-01  -7.3552604e-01   1.8600000e+00   1.9700000e-01  -6.8100000e-01   1.8300000e+00   1.8500000e+00
   2.3886918e-01  -7.3552604e-01   1.8800000e+00   2.2300000e-01  -6.8700000e-01   1.3400000e+00   1.7900000e+00
   2.6541013e-01  -7.3552604e-01   1.9000000e+00   2.5100000e-01  -6.9400000e-01   7.9400000e-01   1.7200000e+00
   2.9195108e-01  -7.3552604e-01   1.9200000e+00   2.7900000e-01  -7.0200000e-01   1.9200000e-01   1.6400000e+00
   3.1849204e-01  -7.3552604e-01   1.9500000e+00   3.0800000e-01  -7.1000000e-01  -4.6900000e-01   1.5600000e+00
   3.7157394e-01  -7.3552604e-01   2.0000000e+00   3.6900000e-01  -7.3000000e-01  -1.9600000e+00   1.3800000e+00
   3.9811550e-01  -7.3552604e-01   2.0300000e+00   4.0100000e-01  -7.4000000e-01  -2.7800000e+00   1.2800000e+00
   4.2465645e-01  -7.3552604e-01   2.0600000e+00   4.3400000e-01  -7.5200000e-01  -3.6700000e+00   1.1900000e+00
  -5.3082026e-02  -7.3552604e-01   1.8000000e+00  -4.7400000e-02  -6.5800000e-01   3.5600000e+00   2.1000000e+00
  -7.9622857e-02  -7.3552604e-01   1.8100000e+00  -7.1300000e-02  -6.6000000e-01   3.4200000e+00   2.0700000e+00
  -1.0616381e-01  -7.3552604e-01   1.8200000e+00  -9.5500000e-02  -6.6300000e-01   3.2200000e+00   2.0500000e+00
  -1.3270537e-01  -7.3552604e-01   1.8200000e+00  -1.2000000e-01  -6.6600000e-01   2.9600000e+00   2.0100000e+00
  -1.5924632e-01  -7.3552604e-01   1.8400000e+00  -1.4500000e-01  -6.7000000e-01   2.6400000e+00   1.9600000e+00
  -1.8578727e-01  -7.3552604e-01   1.8500000e+00  -1.7000000e-01  -6.7500000e-01   2.2600000e+00   1.9100000e+00
  -2.1232823e-01  -7.3552604e-01   1.8600000e+00  -1.9600000e-01  -6.8100000e-01   1.8300000e+00   1.8500000e+00
  -2.3886918e-01  -7.3552604e-01   1.8800000e+00  -2.2300000e-01  -6.8700000e-01   1.3400000e+00   1.7900000e+00
  -2.6541013e-01  -7.3552604e-01   1.9000000e+00  -2.5000000e-01  -6.9400000e-01   7.9500000e-01   1.7200000e+00
  -2.9195108e-01  -7.3552604e-01   1.9200000e+00  -2.7800000e-01  -7.0200000e-01   1.9300000e-01   1.6400000e+00
  -3.1849204e-01  -7.3552604e-01   1.9400000e+00  -3.0700000e-01  -7.1000000e-01  -4.6800000e-01   1.5600000e+00
  -3.7157394e-01  -7.3552604e-01   2.0000000e+00  -3.6800000e-01  -7.3000000e-01  -1.9600000e+00   1.3800000e+00
  -3.9811550e-01  -7.3552604e-01   2.0300000e+00  -4.0100000e-01  -7.4000000e-01  -2.7800000e+00   1.2800000e+00
  -4.5119740e-01  -7.3552604e-01   2.0900000e+00  -4.6900000e-01  -7.6400000e-01  -4.6100000e+00   1.0900000e+00
   3.4503299e-01  -7.3552604e-01   1.9700000e+00   3.3800000e-01  -7.2000000e-01  -1.1900000e+00   1.4700000e+00
  -3.4503299e-01  -7.3552604e-01   1.9700000e+00  -3.3700000e-01  -7.2000000e-01  -1.1800000e+00   1.4700000e+00
   4.5119740e-01  -7.3552604e-01   2.0900000e+00   4.6900000e-01  -7.6400000e-01  -4.6100000e+00   1.0900000e+00
  -5.7130724e-01  -7.2443289e-01   2.2500000e+00  -6.3800000e-01  -8.0900000e-01  -8.8900000e+00   6.9900000e-01
   5.7130724e-01  -7.2443289e-01   2.2500000e+00   6.3800000e-01  -8.0900000e-01  -8.9000000e+00   6.9800000e-01
  -6.1616830e-01  -7.2310244e-01   2.3200000e+00  -7.1100000e-01  -8.3400000e-01  -1.0900000e+01   5.3500000e-01
   6.1616830e-01  -7.2310244e-01   2.3200000e+00   7.1100000e-01  -8.3400000e-01  -1.0900000e+01   5.3400000e-01
  -5.9712890e-01  -7.2236127e-01   2.2900000e+00  -6.7900000e-01  -8.2100000e-01  -9.9700000e+00   6.0600000e-01
   5.9712890e-01  -7.2236127e-01   2.2900000e+00   6.7900000e-01  -8.2100000e-01  -9.9700000e+00   6.0500000e-01
  -5.1952663e-01  -7.1943915e-01   2.1500000e+00  -5.5600000e-01  -7.7000000e-01  -6.3500000e+00   9.3000000e-01
   5.1952663e-01  -7.1943915e-01   2.1600000e+00   5.5600000e-01  -7.7000000e-01  -6.3500000e+00   9.3000000e-01
  -6.4103982e-01  -7.1849750e-01   2.3600000e+00  -7.5100000e-01  -8.4200000e-01  -1.1900000e+01   4.7200000e-01
   6.4103982e-01  -7.1849750e-01   2.3600000e+00   7.5200000e-01  -8.4200000e-01  -1.1900000e+01   4.7100000e-01
  -5.4574560e-01  -7.1878911e-01   2.1900000e+00  -5.9500000e-01  -7.8300000e-01  -7.4300000e+00   8.2900000e-01
   5.4574560e-01  -7.1878911e-01   2.2000000e+00   5.9500000e-01  -7.8300000e-01  -7.4300000e+00   8.2800000e-01
  -6.6850540e-01  -7.1579408e-01   2.4100000e+00  -7.9900000e-01  -8.5600000e-01  -1.3200000e+01   4.1600000e-01
   6.6850540e-01  -7.1579408e-01   2.4100000e+00   8.0000000e-01  -8.5600000e-01  -1.3200000e+01   4.1500000e-01
  -4.6446788e-01  -7.1254389e-01   2.0600000e+00  -4.7600000e-01  -7.3000000e-01  -3.7600000e+00   1.1800000e+00
  -1.3270476e-02  -7.1254389e-01   1.7500000e+00  -1.1400000e-02  -6.2000000e-01   5.0400000e+00   2.3200000e+00
   3.9811550e-02  -7.1254389e-01   1.7500000e+00   3.4800000e-02  -6.2000000e-01   4.9800000e+00   2.3100000e+00
   6.6352381e-02  -7.1254389e-01   1.7600000e+00   5.8100000e-02  -6.2200000e-01   4.8700000e+00   2.2900000e+00
   9.2893333e-02  -7.1254389e-01   1.7600000e+00   8.1500000e-02  -6.2400000e-01   4.6900000e+00   2.2600000e+00
   1.1943429e-01  -7.1254389e-01   1.7700000e+00   1.0500000e-01  -6.2700000e-01   4.4600000e+00   2.2300000e+00
   1.7251680e-01  -7.1254389e-01   1.7900000e+00   1.5400000e-01  -6.3500000e-01   3.8200000e+00   2.1300000e+00
   1.4597585e-01  -7.1254389e-01   1.7800000e+00   1.2900000e-01  -6.3000000e-01   4.1700000e+00   2.1800000e+00
   1.9905775e-01  -7.1254389e-01   1.8100000e+00   1.7900000e-01  -6.4000000e-01   3.4200000e+00   2.0700000e+00
   2.5213965e-01  -7.1254389e-01   1.8400000e+00   2.3100000e-01  -6.5200000e-01   2.4400000e+00   1.9300000e+00
   2.2559870e-01  -7.1254389e-01   1.8200000e+00   2.0400000e-01  -6.4500000e-01   2.9600000e+00   2.0100000e+00
   2.7868061e-01  -7.1254389e-01   1.8600000e+00   2.5800000e-01  -6.5900000e-01   1.8600000e+00   1.8500000e+00
   3.5830346e-01  -7.1254389e-01   1.9400000e+00   3.4500000e-01  -6.8500000e-01  -2.0900000e-01   1.5900000e+00
   3.8484502e-01  -7.1254389e-01   1.9600000e+00   3.7600000e-01  -6.9500000e-01  -1.0100000e+00   1.4900000e+00
   1.3270476e-02  -7.1254389e-01   1.7500000e+00   1.1700000e-02  -6.2000000e-01   5.0400000e+00   2.3200000e+00
  -3.9811550e-02  -7.1254389e-01   1.7500000e+00  -3.4500000e-02  -6.2000000e-01   4.9800000e+00   2.3100000e+00
  -6.6352381e-02  -7.1254389e-01   1.7600000e+00  -5.7800000e-02  -6.2200000e-01   4.8700000e+00   2.2900000e+00
  -9.2893333e-02  -7.1254389e-01   1.7600000e+00  -8.1200000e-02  -6.2400000e-01   4.6900000e+00   2.2600000e+00
  -1.1943429e-01  -7.1254389e-01   1.7700000e+00  -1.0500000e-01  -6.2700000e-01   4.4600000e+00   2.2300000e+00
  -1.7251680e-01  -7.1254389e-01   1.7900000e+00  -1.5300000e-01  -6.3500000e-01   3.8200000e+00   2.1300000e+00
  -1.4597585e-01  -7.1254389e-01   1.7800000e+00  -1.2900000e-01  -6.3000000e-01   4.1700000e+00   2.1800000e+00
  -1.9905775e-01  -7.1254389e-01   1.8100000e+00  -1.7900000e-01  -6.4000000e-01   3.4200000e+00   2.0700000e+00
  -2.5213965e-01  -7.1254389e-01   1.8400000e+00  -2.3100000e-01  -6.5200000e-01   2.4400000e+00   1.9300000e+00
  -2.2559870e-01  -7.1254389e-01   1.8200000e+00  -2.0400000e-01  -6.4500000e-01   2.9600000e+00   2.0100000e+00
  -2.7868061e-01  -7.1254389e-01   1.8600000e+00  -2.5800000e-01  -6.5900000e-01   1.8600000e+00   1.8500000e+00
  -3.5830346e-01  -7.1254389e-01   1.9400000e+00  -3.4400000e-01  -6.8500000e-01  -2.0800000e-01   1.5900000e+00
  -3.8484502e-01  -7.1254389e-01   1.9600000e+00  -3.7500000e-01  -6.9500000e-01  -1.0100000e+00   1.4900000e+00
   4.6446788e-01  -7.1254389e-01   2.0600000e+00   4.7600000e-01  -7.3000000e-01  -3.7600000e+00   1.1800000e+00
  -4.3792693e-01  -7.1254389e-01   2.0300000e+00  -4.4100000e-01  -7.1700000e-01  -2.7800000e+00   1.2800000e+00
  -4.9100883e-01  -7.1254389e-01   2.1000000e+00  -5.1200000e-01  -7.4300000e-01  -4.7800000e+00   1.0800000e+00
  -4.1138598e-01  -7.1254389e-01   1.9900000e+00  -4.0700000e-01  -7.0600000e-01  -1.8700000e+00   1.3900000e+00
   3.0522156e-01  -7.1254389e-01   1.8900000e+00   2.8600000e-01  -6.6700000e-01   1.2300000e+00   1.7700000e+00
   3.3176251e-01  -7.1254389e-01   1.9100000e+00   3.1500000e-01  -6.7500000e-01   5.3800000e-01   1.6800000e+00
  -3.0522156e-01  -7.1254389e-01   1.8800000e+00  -2.8600000e-01  -6.6700000e-01   1.2300000e+00   1.7700000e+00
  -3.3176251e-01  -7.1254389e-01   1.9100000e+00  -3.1400000e-01  -6.7500000e-01   5.3900000e-01   1.6800000e+00
   4.3792693e-01  -7.1254389e-01   2.0300000e+00   4.4100000e-01  -7.1700000e-01  -2.7800000e+00   1.2800000e+00
   4.9100883e-01  -7.1254389e-01   2.1000000e+00   5.1200000e-01  -7.4300000e-01  -4.7800000e+00   1.0800000e+00
   4.1138598e-01  -7.1254389e-01   2.0000000e+00   4.0800000e-01  -7.0600000e-01  -1.8700000e+00   1.3900000e+00
  -6.2755914e-01  -6.9782389e-01   2.2900000e+00  -7.1400000e-01  -7.9400000e-01  -1.0100000e+01   5.9400000e-01
   6.2755914e-01  -6.9782389e-01   2.2900000e+00   7.1500000e-01  -7.9400000e-01  -1.0100000e+01   5.9300000e-01
  -5.5769899e-01  -6.9550320e-01   2.1700000e+00  -6.0000000e-01  -7.4800000e-01  -6.6400000e+00   9.0200000e-01
   5.5769899e-01  -6.9550320e-01   2.1700000e+00   6.0000000e-01  -7.4800000e-01  -6.6400000e+00   9.0100000e-01
  -5.8388030e-01  -6.9446436e-01   2.2100000e+00  -6.4000000e-01  -7.6100000e-01  -7.7700000e+00   7.9300000e-01
   5.8388030e-01  -6.9446436e-01   2.2100000e+00   6.4000000e-01  -7.6100000e-01  -7.7800000e+00   7.9200000e-01
  -6.0630961e-01  -6.9442183e-01   2.2500000e+00  -6.7600000e-01  -7.7500000e-01  -8.8300000e+00   6.9600000e-01
   6.0630961e-01  -6.9442183e-01   2.2500000e+00   6.7700000e-01  -7.7500000e-01  -8.8400000e+00   6.9500000e-01
  -6.4843930e-01  -6.9431248e-01   2.3200000e+00  -7.4800000e-01  -8.0100000e-01  -1.0900000e+01   5.3400000e-01
   6.4843930e-01  -6.9431248e-01   2.3200000e+00   7.4900000e-01  -8.0100000e-01  -1.0900000e+01   5.3300000e-01
   0.0000000e+00  -6.8955567e-01   1.7100000e+00   1.5300000e-04  -5.8400000e-01   6.3700000e+00   2.5300000e+00
   5.3082026e-02  -6.8955567e-01   1.7100000e+00   4.5200000e-02  -5.8500000e-01   6.2600000e+00   2.5100000e+00
   2.6541013e-02  -6.8955567e-01   1.7100000e+00   2.2600000e-02  -5.8400000e-01   6.3400000e+00   2.5300000e+00
   7.9622857e-02  -6.8955567e-01   1.7100000e+00   6.7900000e-02  -5.8700000e-01   6.1100000e+00   2.4900000e+00
   1.5924632e-01  -6.8955567e-01   1.7400000e+00   1.3800000e-01  -5.9600000e-01   5.3300000e+00   2.3600000e+00
   1.8578727e-01  -6.8955567e-01   1.7500000e+00   1.6200000e-01  -6.0100000e-01   4.9500000e+00   2.3000000e+00
  -5.3082026e-02  -6.8955567e-01   1.7100000e+00  -4.4900000e-02  -5.8500000e-01   6.2600000e+00   2.5100000e+00
  -2.6541013e-02  -6.8955567e-01   1.7100000e+00  -2.2300000e-02  -5.8400000e-01   6.3400000e+00   2.5300000e+00
  -7.9622857e-02  -6.8955567e-01   1.7100000e+00  -6.7600000e-02  -5.8700000e-01   6.1100000e+00   2.4900000e+00
  -1.5924632e-01  -6.8955567e-01   1.7400000e+00  -1.3800000e-01  -5.9600000e-01   5.3300000e+00   2.3600000e+00
  -1.8578727e-01  -6.8955567e-01   1.7500000e+00  -1.6200000e-01  -6.0100000e-01   4.9500000e+00   2.3000000e+00
  -5.3082026e-01  -6.8955567e-01   2.1100000e+00  -5.5600000e-01  -7.2300000e-01  -5.1200000e+00   1.0400000e+00
  -4.5119740e-01  -6.8955567e-01   2.0000000e+00  -4.4700000e-01  -6.8400000e-01  -1.9600000e+00   1.3800000e+00
  -5.0427931e-01  -6.8955567e-01   2.0700000e+00  -5.1900000e-01  -7.0900000e-01  -4.0100000e+00   1.1600000e+00
  -4.7773836e-01  -6.8955567e-01   2.0300000e+00  -4.8200000e-01  -6.9600000e-01  -2.9600000e+00   1.2700000e+00
  -4.2465645e-01  -6.8955567e-01   1.9600000e+00  -4.1400000e-01  -6.7200000e-01  -1.0100000e+00   1.4900000e+00
